codigo,titulo,autor,fecha_publicacion,precio
553254456,Gestalt Therapy,Frederick S. Perls,1983,23.0
553130250,Women Prefer Women,Elula Perrin,1980,9.98
451451279,The Witch's Daughter,R.A. Salvatore,1991,16.5
441816533,Tomoe Gozen,Jessica Amanda Salmonson,1984,9.73
879977361,Amazons II,Jessica Salmonson,1982,33.91
671002384,Ancient Blood:  Day of Honor #1 (Star Trek The Next Generation),Diane Carey,1997,6.99
380561433,God Herself: Feminine Roots of Astrology,Geraldine Thorsten,1981,15.83
879831227,Preventive Organic Medicine (Pivot Health Book),Jurt W. Donsbach,1976,3.33
425155943,Contagion,Robin Cook,1998,5.96
553240307,Sudden Death,Rita Mae Brown,1984,15.81
3257229534,Der Vorleser,Bernhard Schlink,1999,7.92
553144286,Lord Valentine's castle,Robert Silverberg,1981,6.11
440241537,The King of Torts,JOHN GRISHAM,2003,8.49
034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,10.09
671004247,"Treaty's Law (Star Trek: Day of Honor, Book 4)",Kristine Kathryn Rusch,1997,3.52
671002406,"Her Klingon Soul (Star Trek Voyager: Day of Honor, Book 3)",Michael Jan Friedman,1997,12.46
671006754,"Armageddon Sky (Star Trek Deep Space Nine: Day of Honor, Book 2)",L. A. Graf,1997,19.0
055327418X,"Startide Rising (The Uplift Saga, Book 2)",David Brin,1993,20.07
345419995,Dave Barry's Greatest Hits,Dave Barry,1997,5.18
345388674,The Total Zone (Jordan Myles Mysteries),Martina Navratilova,1995,10.11
345277937,GOLDENGIRL,Peter Lear,1979,7.74
671824171,DANGEROUS GAMES,Marta Randall,1980,17.6
441354955,"I, alien : a novel",Michael Reaves,1978,6.91
879977981,Moonscatter,Jo Clayton,1985,1.64
441239196,First Cycle,H. Beam Piper,1982,1.77
671822845,STARCHILD TRILOGY,Frederik Pohl,1978,9.85
880387157,Illegal Aliens (Tsr Books),Nick Pollotta,1989,4.86
451163036,Cat House,Michael Peak,1992,33.43
394718224,"The unicorn and other poems, 1935-1955",Anne Morrow Lindbergh,1972,9.34
345280229,Warm Worlds and Otherwise,James Tiptree Jr.,1979,8.59
875421989,The Magick of the Tarot (The Llewellyn Practical Guides),Denning &amp; Phillips,1993,4.41
087100240X,Psychic Tarot: Illustrated with the Aquarian Tarot Deck,Craig Junjulas,1985,2.32
874771412,Tarot therapy: A guide to the subconscious,Jan Woudhuysen,1980,7.78
886777631,"City of Golden Shadow (Otherland, Volume 1)",Tad Williams,1998,1.82
425098648,Night Chills,Dean R. Koontz,1996,13.48
61008427,Pacific Blues,Stephen Smoke,1996,38.19
425181103,Phantoms,Dean R. Koontz,2002,3.22
786001690,Tattoo,Dale Banks,1995,10.23
380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,8.76
451153553,Misery,Stephen King,1988,6.4
142001805,The Eyre Affair: A Novel,Jasper Fforde,2003,2.71
380014033,Lord of Light,Roger Zelazny,1969,40.0
553277839,Faerie Tale,Raymond E. Feist,1989,17.5
375706062,Lying Awake,Mark Salzman,2001,27.5
60981180,Mariette in Ecstasy,Ron Hansen,1992,27.63
61051098,"The Iron Lance (The Celtic Crusades, Book 1)",Stephen R. Lawhead,2000,9.71
425147622,The Body Farm,Patricia Daniels Cornwell,1995,5.08
451180410,Mortal Fear,Greg Iles,1998,5.31
425143341,Curfew,Phil Rickman,1994,6.25
446360856,The Gold Coast,Nelson DeMille,1991,11.49
1593100825,Highland Legacy: Four Generations of Love Are Rooted in Scotland,Tracey V. Bateman,2004,4.66
1591451124,"Deep in the Heart: A Novel (Morris, Gilbert. Lone Star Series.)",Gilbert Morris,2003,3.4
800758579,Emma's Gift: A Novel,Leisha Kelly,2003,11.26
812589831,People of the Owl (First North Americans),Kathleen O'Neal Gear,2004,27.06
451212193,Wind Walker,Cassie Edwards,2004,15.75
1593101678,Kansas Brides,Denise Hunter,2004,6.22
312993560,The Tea Rose,Jennifer Donnelly,2004,4.82
373791429,A Burning Obsession (Blaze),Susan Kearney,2004,18.64
373227787,Wanted Woman : Cascades Concealed (Intrigue),B.J. Daniels,2004,2.62
037327372X,To the Limit (Intimate Moments),Virginia Kelly,2004,28.07
373273711,One Eye Open (Intimate Moments),Karen Whiddon,2004,20.0
380400480,A Pirate's Love,Johanna Lindsey,1978,8.43
964894203,"Secrets, Vol. 1",Alice Gaines,1995,9.84
037327369X,A Cry In the Dark : Family Secrets: The Next Generation (Intimate Moments),Jenna Mills,2004,7.52
1551666685,Embrace the Twilight,Maggie Shayne,2003,2.81
778320227,Edge of Twilight,Maggie Shayne,2004,10.2
553582763,By the Light of the Moon,DEAN KOONTZ,2003,9.31
425188809,Watchers,Dean R. Koontz,2003,6.05
425092178,Strangers,Dean R. Koontz,1986,12.85
345384369,Intensity,DEAN KOONTZ,1996,12.96
034539657X,Dark Rivers of the Heart,Dean R. Koontz,1995,2.89
20532105,CRY THE BELOVED COUNTRY (Scribner Classic),Alan Paton,1987,12.65
671623931,GOOD EARTH,Gordon Buck,1987,7.48
20519109,The Old Man and the Sea (A Scribner Classic),Ernest Hemingway,1987,23.6
425144429,Mr. Murder,Dean R. Koontz,1996,4.51
345468392,The Chronicles of Riddick,ALAN DEAN FOSTER,2004,48.64
312305060,The Hours: A Novel,Michael Cunningham,2002,29.47
743493540,Van Helsing,Kevin Ryan,2004,2.62
821770594,My Lady Pirate,Elizabeth Doyle,2001,3.65
310466628,Windsong (Serenade/Serenata No. 14),Linda Herring,1985,4.43
446363510,The Jacaranda Tree,Rebecca Brandewyne,1995,16.26
037329168X,Magic And Mist (Historical),Fern Michaels,2001,3.88
440206707,Viking's Woman,Heather Graham,1990,12.65
425144569,For All Eternity,Linda Lael Miller,1994,11.03
821764462,Precious Passion (Zebra Splendor Historical Romances),Elizabeth Doyle,1999,5.28
451204948,A Day Late and a Dollar Short,Terry McMillan,2002,4.11
486290492,Sense and Sensibility (Dover Thrift Editions),Jane Austen,1995,3.71
156619301X,Dracula,Bram Stoker,1994,9.37
60175966,The Professor and the Madman,Simon Winchester,1998,8.99
399144137,Rainbow Six,Tom Clancy,1998,7.46
743436741,The Lions of Lucerne,Brad Thor,2002,18.44
330352253,To the Hilt,Dick Francis,1997,6.8
609600567,Road Rage,Ruth Rendell,1997,9.14
786404019,Day of the Long Night: A Palestinian Refugee Remembers the Nakba,Jamil I. Toubbeh,1997,18.0
034545104X,Flesh Tones: A Novel,M. J. Rose,2002,3.42
394756827,"Godel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,1989,35.23
300069049,Cosima Wagner's Diaries: An Abridgement,Cosima Wagner,1997,10.57
399146431,The Bonesetter's Daughter,Amy Tan,2001,3.54
312186754,An Arrow's Flight,Mark Merlis,1998,2.23
312876513,Shadow of the Hegemon (Ender Wiggins Saga (Hardcover)),Orson Scott Card,2001,7.86
080901548X,The Dark Child : The Autobiography of an African Boy,Camara Laye,1954,4.59
803287100,Yuwipi: Vision and Experience in Oglala Ritual,William K. Powers,1984,6.22
879520388,Science and Health with Key to the Scriptures (W.M.B.E.),Mary Baker Eddy,1994,18.4
520077806,"Mama Lola: A Voodoo Priestess in Brooklyn (Comparative Studies in Religion and Society, No. 4)",Karen McCarthy Brown,1992,3.23
295955252,No-No Boy,John Okada,1978,9.97
824811720,All I Asking for Is My Body (Kolowalu Book),Milton Murayama,1988,39.65
385482388,The Mistress of Spices,Chitra Banerjee Divakaruni,1998,6.79
312275560,The Path of Minor Planets : A Novel,Andrew Sean Greer,2001,4.18
820319627,Curanderismo: Mexican American Folk Healing,"Robert T., Ii Trotter",1997,8.81
767901266,A Hope in the Unseen : An American Odyssey from the Inner City to the Ivy League,RON SUSKIND,1999,3.0
385470142,"Fires in the Mirror: Crown Heights, Brooklyn and Other Identities",Anna Deavere Smith,1993,5.85
870238566,Unbroken Thread: An Anthology of Plays by Asian American Women,Roberta Uno,1993,6.64
1558850481,Zoot Suit and Other Plays,Luis Valdez,1992,16.62
679733760,"A Midwife's Tale : The Life of Martha Ballard, Based on Her Diary, 1785-1812",LAUREL THATCHER ULRICH,1991,3.42
395874653,Kaleidoscope Readings in Education,K. Ryan,1997,1.63
399141146,The Hundred Secret Senses,Amy Tan,1995,24.11
375706771,Midwives: A Novel,Chris Bohjalian,1998,6.86
451525078,Don Quixote of LA Mancha,Miguel de Cervantes Saavedra,1990,23.29
679722319,Where I'm Calling from: New and Selected Stories (Vintage Contemporaries),Raymond Carver,1989,3.31
553213601,Cyrano De Bergerac (Bantam Classics),EDMOND ROSTAND,1950,1.7
679745580,In Cold Blood (Vintage International),TRUMAN CAPOTE,1994,8.05
679741410,Writers Dreaming: 26 Writers Talk About Their Dreams and the Creative Process,Naomi Epel,1994,8.41
679729259,The Brothers Karamazov (Vintage Classics),Fyodor Dostoyevsky,1991,4.57
452260116,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987,4.35
812533550,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1986,1.93
20442602,Voyage of the Dawn Treader,C. S. Lewis,1970,7.75
312978367,The Prometheus Deception,Robert Ludlum,2001,14.46
038079893X,Coronado Conspiracy,George Galdorisi Captain,1998,1.98
61098019,H.M.S. Unseen,Patrick Robinson,2000,8.33
425177696,The Passenger,Patrick A. Davis,2000,2.34
812517725,"The Great Hunt (The Wheel of Time, Book 2)",Robert Jordan,1991,7.88
380818191,"Truth, The",Terry Pratchett,2001,10.61
9721013412,Os Maias,Eca de Queiros,0,4.44
074346771X,S.W.A.T.,Diane Carey,2003,9.04
399134883,Life on the Road,Charles Kuralt,1990,3.8
316037443,The Best Cat Ever,Cleveland Amory,1993,4.2
1878067745,Solo: On Her Own Adventure,Susan Fox Rogers,1996,42.75
399138749,Mr. Murder,Dean R. Koontz,1993,22.57
571069134,Dark Labyrinth,Lawrence Durrell,0,12.61
811816583,New York Dogs,Andrea Mohin,1997,9.6
1588512681,Demonlands,Anthony M. Fauglid,2001,3.85
1573228745,Innocence,Jane Mendelsohn,2001,18.21
446528757,Joy,Victoria Christopher Murray,2001,4.66
451191145,Atlas Shrugged,Ayn Rand,1996,6.15
136714897,Quotations from Women on Life,Rosalie Maggio,1997,11.68
689823517,The Dance,Richard Paul Evans,1999,9.59
875093663,Pursuit of God,Aiden W. Tozer,1982,3.17
671510126,The Good Earth (Enriched Classics),Pearl S. Buck,1994,6.06
440403278,Number the Stars (Yearling Newbery),Lois Lowry,1990,10.19
803722907,"A Long Way from Chicago: A Novel in Stories (Newbery Honor Book, 1999)",Richard Peck,1998,3.26
60987561,I Know This Much Is True,Wally Lamb,1999,58.0
842314296,Hinds' Feet on High Places,Hannah Hurnard,1997,23.93
1880089858,"Woman, Thou Art Loosed: Healing the Wounds of the Past",T. D. Jakes,1994,6.81
312265867,To the Nines: A Stephanie Plum Novel,Janet Evanovich,2003,8.29
055328424X,Talent,Howard Kaminsky,1990,12.78
373250290,Carrie Pilby (Red Dress Ink (Paperback)),Caren Lissner,2003,17.18
1844262553,Free,Paul Vincent,2003,22.73
3442411580,Die L�?¶win von Aquitanien. Roman.,Tanja Kinkel,1991,12.32
3548600867,Die Totenw�?¤scherin.,Helga Hegewisch,2001,16.22
3596124166,Flush. Eine Biographie.,Virginia Woolf,1994,3.59
3257227809,Venezianisches Finale. Commissario Brunettis erster Fall.,Donna Leon,1995,4.34
344244392X,Das Tagebuch Der Bridget Jones,Helen Fielding,2000,4.67
3546001575,Der Geschichtenmacher.,Kjell Johansson,1999,7.7
525945172,The Experiment,John Darnton,1999,6.76
3462029916,Wie Ich Einmal Die Welt Rettete (Beck-Texte Im Dtv),Ahne,2001,6.33
3423203668,Die f�?¼nfte Frau.,Henning Mankell,2000,51.64
3423204206,Die falsche F�?¤hrte.,Henning Mankell,2001,11.66
152008772,Hang a Thousand Trees with Ribbons: The Story of Phillis Wheatley,Ann Rinaldi,1996,1.99
312150601,Behind the Scenes at the Museum : A Novel,Kate Atkinson,1999,8.51
671899619,Fast Forward,Judy Mercer,1997,3.37
61099694,Hill Towns,Anne Rivers Siddons,1994,3.79
446603309,The Witness,Sandra Brown,1996,6.53
345302745,Speaker of Mandarin,Ruth Rendell,1990,2.4
671881957,KISS AND TELL (NANCY DREW FILES 104) : KISS AND TELL,Carolyn Keene,1995,37.08
786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,11.13
310240972,Ten Secrets for the Man in the Mirror,Patrick Morley,2000,5.75
440170370,Player Piano,Kurt Vonnegut,1997,18.21
034524575X,Something Happened,Joseph Heller,1975,10.28
345413873,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2000,39.53
380726262,Moon Music (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1999,6.85
671881965,STOLEN AFFECTIONS (NANCY DREW FILES 105) : STOLEN AFFECTIONS,Carolyn Keene,1995,4.02
671881981,ANYTHING FOR LOVE (NANCY DREW FILES 107) : ANYTHING FOR LOVE (Nancy Drew Files (Paperback)),Carolyn Keene,1995,3.49
671881930,COUNTERFEIT CHRISTMAS (NANCY DREW FILES 102) : COUNTERFEIT CHRISTMAS (Nancy Drew Files (Paperback)),Carolyn Keene,1994,6.75
671881949,HEART OF ICE (NANCY DREW FILES 103) : HEART OF ICE (Nancy Drew Files (Paperback)),Carolyn Keene,1995,5.43
590419293,Prom Dress,Lael Littke,1989,72.82
671896768,Crossover (Star Trek: The Next Generation),Michael Jan Friedman,1996,15.26
64410129,"The Carnivorous Carnival (A Series of Unfortunate Events, Book 9)",Lemony Snicket,2002,74.67
553267736,American Revolutionary (Time Machine No 10),Arthur Byron Cover,1987,18.69
055325636X,"Terror on Kabran (Escape from Tenopia, No 3)",Richard Brightfield,1986,2.34
553254723,"Tenopia Island (Escape from Tenopia, No 1)",Edward Packard,1986,3.57
553801309,A Place of Hiding,ELIZABETH GEORGE,2003,9.58
445210214,Mythology 101 (Questar Fantasy),Jody Lynn Nye,1993,11.61
375719350,The Man Who Japed,Philip K. Dick,2002,1.88
345334302,Ringworld Engineers,Larry Niven,1990,10.6
380773945,Magicnet,John Dechancie,1994,25.91
345373413,The Quicksilver Screen,Don H. Debrandt,1992,9.48
345348176,From Doon With Death,Ruth Rendell,1990,19.85
679802614,Magic Elizabeth,Norma Kassirer,1990,3.17
590428098,"Yours Truly, Shirley",Ann M. Martin,1990,16.57
671702920,ROSY'S ROMANCE,Sheila Greenwald,1990,23.46
380757893,Witch House,Norma Tadlock Johnson,1990,4.33
440400759,Just As Long As We're Together,Judy Blume,1988,5.5
590414976,"Junior High Jitters (Junior High, No 1)",M.L. Kenyon,1987,13.6
684874318,Flesh And Blood,Michael Cunningham,1996,13.33
037570387X,The Autograph Man: A Novel (Vintage International (Paperback)),Zadie Smith,2003,14.1
451452925,Sisters in Fantasy,Susan Shwartz,1995,10.02
1559029838,Call of the Wild,Jack London,0,38.35
590414658,Just a Little Bit Lost,Laurel Trivelpiece,1988,3.29
671674919,"The SUSPECT NEXT DOOR NANCY DREW FILES #39 (The Nancy Drew Files Case, No 39)",Carolyn Keene,1989,13.45
441048862,Barbary,Vonda N. McIntyre,1993,6.79
553271547,"SEARCH FOR DINOSAURS (Time Machine, No 2)",DAVID BISCHOFF,1984,13.56
553272004,"Civil War Secret Agent (Time Machine, No 5)",Steve Perry,1985,11.24
451450787,"Shadowrun: Never Deal With a Dragon (Secrets of Power, No 1)",Robert N. Charrette,1990,25.35
451450876,Shadowrun: Choose Your Enemies Carefully (Shadowrun (Roc)),Robert N. Charrette,1996,22.81
451450825,"Shadowrun: Find Your Own Truth (Secrets of Power, Vol 3)",Robert N. Charrette,1991,6.41
451452542,"Striper Assassin (Shadowrun, 5254)",Nyx Smith,1993,9.81
451453026,Shadowrun: Nosferatu (Shadowrun (Roc)),Carl Sargent,1994,12.95
451453727,Just Compensation (Shadowrun),Robert N. Charrette,1996,36.25
451453697,"Who Hunts the Hunter (Shadowrun, No 16)",Nyx Smith,1995,4.36
451453700,House of the Sun (Shadowrun),Nigel D. Findley,1995,9.48
451456998,"Technobabel (Shadowrun , No 31)",Stephen Kenson,1998,5.63
451459954,Wolf and Raven (Shadowrun (Roc)),Michael A. Stackpole,1998,13.21
451457471,"The Forever Drug (Shadowrun, No 37)",Lisa Smedman,1999,10.23
451453689,Burning Bright (Shadowrun),Tom Dowd,1994,8.29
451457374,"Run Hard, Die Fast (Shadowrun)",Mel Odom,1999,9.26
451451899,"Into the Shadows (Shadowrun, No. 7)",Jordan K. Weisman,1992,45.67
451451996,"Streets of Blood (Shadowrun, No 8)",Carl Sargent,1992,9.85
451453719,Worlds Without End (Shadowrun),Caroline Spector,1995,11.43
451452380,Night's Pawn (Shadowrun),Tom Dowd,1993,3.43
451458397,"The Burning Time (Shadowrun, 40)",Stephen Kenson,2001,1.59
451458184,"Tails You Lose (Shadowrun, No 39)",Lisa Smedman,2001,4.34
399143815,The Secret Warriors (Men at War (Hardcover)),W. E. B. Griffin,1998,1.52
441004911,Isaac Asimov's Christmas,Gardner Dozois,1997,1.37
671578375,Transvergence,Charles Sheffield,1999,7.74
440234948,Area 51: The Sphinx (Area 51 (Paperback)),ROBERT DOHERTY,2000,53.31
671023187,Term Limits,Vince Flynn,1999,6.63
395390338,Curious George and the Pizza,Margret Rey,1985,7.47
679746048,"Girl, Interrupted",SUSANNA KAYSEN,1994,10.55
684803143,Messiah,Andrei Codrescu,1999,8.04
451459245,The Firebrand: A Novel,Marion Zimmer Bradley,2003,12.08
743417720,The Third Witch: A Novel,Rebecca Reisert,2002,8.35
446610100,Wish You Well,David Baldacci,2001,6.95
1857027795,Diving Bell and the Butterfly,Jean Dominiqu Bauby,0,7.79
440216745,Whispers,BELVA PLAIN,1994,39.87
3453151720,Der Poet.,Michael Connelly,1999,16.0
344242979X,Dunkles Leuchten.,David L. Lindsey,1996,16.31
3423241012,"Ich, meine Freundin und all diese M�?¤nner.",Binnie Kirshenbaum,1997,6.86
3423202343,Was M�?¤nner sagen.,Joan Smith,1999,1.54
312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,8.17
671730177,The Ultimate Maze Book,David Anson Russo,1991,4.19
671568485,The STAR TREK THE RETURN,William Shatner,1996,28.04
345352238,Fat Tuesday (Thomas Black Mysteries),Earl W. Emerson,1996,3.85
345334310,The Ship Who Sang,Anne McCaffrey,1993,53.43
671876937,Master of Many Treasures,Mary Brown,1995,38.5
671876015,Pigs Don't Fly,Mary Brown,1994,5.11
812533666,Isle of Woman (Geodyssey),Piers Anthony,1994,8.45
893757837,Tale of Two Cities (Watermill Classics),Charles Dickens,1987,1.34
1575663104,The Wall,Mary Rinehart,1998,2.09
679766758,Push,Sapphire,1997,42.3
874869226,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,2001,7.1
967224918,B-More Careful,Shannon Holmes,2001,3.39
3492215416,Champagner und Kamillentee.,Franziska Stalmann,1992,10.55
3499431009,Finstere Gr�?¼nde.,Colin Dexter,1993,6.76
3442440246,Potsdamer Ableben.,Pieke Biermann,1998,22.27
3746618959,Sommer Ende Zwanzig.,Claudio Paglieri,2003,13.28
3257228449,Der kugelrunde Roberto.,Susanna Tamaro,1995,2.93
3570204758,Windm�?¤hne. ( Ab 10 J.).,Sigrid Heuck,1999,9.13
3548680291,Yeats ist tot! 15 Autoren schreiben einen sehr irischen Roman.,Marian Keyes,2001,9.57
3442450144,Ehrensache.,Ian Rankin,2002,17.37
3442727758,Das letzte Konzert.,Bruce Alexander,2001,8.09
3426620685,S�?¼den und der Stra�?�?enbahntrinker.,Friedrich Ani,2002,2.9
3596505429,Alberta empf�?¤ngt einen Liebhaber. Jubil�?¤ums- Edition.,Birgit Vanderbeke,2002,5.75
307100227,Precious Moments: What a Wonderful World (Golden Super Shape Book),Golden Books,1992,5.88
886251788,"You'Ve Lost Your Marbles, Lickety Spilt",H Williams,1988,12.84
1590383141,"The Forgotten Treasure (Book of Mormon Sleuth, Vol. 4)",C. B. Andersen,2004,4.28
61066591,"Two of a Kind #19: Surprise, Surprise! (Two of a Kind, 19)",Mary-Kate &amp; Ashley Olsen,2001,35.38
671522728,"Lucky, Lucky Day (Full House Michelle)",R.L. Stine,1995,9.45
816735786,"Meg and the Secret Scrapbook (Always Friends Club, No 1)",Susan Meyers,1995,7.03
